Ref,Val,Package,PosX,PosY,Rot,Side
"C1","220uF","CP_Elec_6.3x5.4",114.850000,-106.500000,90.000000,top
"D1","1N4007L","D_SOD-123F",119.650000,-106.200000,90.000000,top
"Q1","FDN339AN","SOT-23_Handsoldering",108.800000,-104.900000,90.000000,top
"R1","22R","R_1206_3216Metric_Pad1.42x1.75mm_HandSolder",108.900000,-109.500000,180.000000,top
